product_id,product_name,category,tier,unit_price,base_demand,reorder_point,lead_time_days
SAI-GEN0777,Sainsbury's Value Cream 300ml,Dairy & Eggs,Sainsbury's,6.57,51,26,1
SAI-GEN0778,Sainsbury's Mixed Rolls 6pk,Fresh Bakery,Sainsbury's,3.02,52,32,2
SAI-GEN0779,Sainsbury's Sweet Peas 1kg,Frozen,Sainsbury's,6.46,38,24,2
SAI-GEN0780,Sainsbury's British Bleach 750ml,Household,Sainsbury's,3.19,42,25,1
SAI-GEN0781,Sainsbury's Roasted Cola 2L,Drinks,Sainsbury's,3.33,45,25,3
SAI-GEN0782,Sainsbury's Stone Baked Mixed Veg 1kg,Frozen,Sainsbury's,7.56,56,36,3
SAI-GEN0783,Taste the Difference Chilled Squash 1L,Drinks,Taste the Difference,4.62,23,11,3
SAI-GEN0784,Taste the Difference Organic Hash Browns 700g,Frozen,Taste the Difference,8.28,27,14,1
SAI-GEN0785,Sainsbury's Handmade Ibuprofen 16pk,Health & Beauty,Sainsbury's,1.96,73,51,3
SAI-GEN0786,Kellogg's Organic Squash 1L,Drinks,Branded,9.53,46,33,4
SAI-GEN0787,Sainsbury's Classic Mozzarella 125g,Dairy & Eggs,Sainsbury's,5.0,61,40,2
SAI-GEN0788,Taste the Difference finest Mixed Veg 1kg,Frozen,Taste the Difference,9.81,22,11,1
SAI-GEN0789,Sainsbury's Salted Deodorant 150ml,Health & Beauty,Sainsbury's,6.77,65,40,2
SAI-GEN0790,L'Oreal Corn Fed Hand Wash 250ml,Health & Beauty,Branded,6.83,58,44,4
SAI-GEN0791,Sainsbury's Classic Tea Bags 80pk,Drinks,Sainsbury's,6.35,48,24,3
SAI-GEN0792,Sainsbury's Chilled Sugar 1kg,Ambient Grocery,Sainsbury's,7.16,68,37,3
SAI-GEN0793,Taste the Difference British Orange Juice 1L,Drinks,Taste the Difference,9.71,17,10,1
SAI-GEN0794,Sainsbury's Classic Bananas,Fresh Produce,Sainsbury's,2.39,40,22,1
SAI-GEN0795,Sainsbury's Roasted Salmon Fillets 240g,Meat & Fish,Sainsbury's,4.7,68,47,4
SAI-GEN0796,Sainsbury's So Good Plasters 40pk,Health & Beauty,So Good,3.14,66,33,2
SAI-GEN0797,Sainsbury's Stone Baked Oven Chips 1.5kg,Frozen,Sainsbury's,7.62,73,46,1
SAI-GEN0798,Sainsbury's British Yogurt 500g,Dairy & Eggs,Sainsbury's,3.61,59,46,1
SAI-GEN0799,Sainsbury's finest Rolls 6pk,Fresh Bakery,Sainsbury's,3.36,69,48,2
SAI-GEN0800,Sainsbury's Premium Salmon Fillets 240g,Meat & Fish,Sainsbury's,7.19,43,21,2
SAI-GEN0801,Sainsbury's Salted Hand Wash 250ml,Health & Beauty,Sainsbury's,4.7,49,34,4
SAI-GEN0802,Sainsbury's So Good Rolls 6pk,Fresh Bakery,So Good,4.3,74,41,2
SAI-GEN0803,Sainsbury's Organic Cereal 500g,Ambient Grocery,Sainsbury's,2.34,46,24,4
SAI-GEN0804,Sainsbury's So Good Oven Chips 1.5kg,Frozen,So Good,4.85,68,46,1
SAI-GEN0805,Sainsbury's So Good Fish Fingers 10pk,Frozen,So Good,2.74,72,57,4
SAI-GEN0806,Sainsbury's Corn Fed Cream 300ml,Dairy & Eggs,Sainsbury's,0.92,46,30,1
SAI-GEN0807,Sainsbury's Roasted Hash Browns 700g,Frozen,Sainsbury's,3.32,63,33,3
SAI-GEN0808,Taste the Difference Smoked Peas 1kg,Frozen,Taste the Difference,1.52,22,12,1
SAI-GEN0809,Sainsbury's Chilled Peanut Butter 280g,Ambient Grocery,Sainsbury's,6.21,56,34,3
SAI-GEN0810,Sainsbury's Sweet Toothpaste 75ml,Health & Beauty,Sainsbury's,2.01,66,43,4
SAI-GEN0811,Sainsbury's Spicy Beef Mince 500g,Meat & Fish,Sainsbury's,1.46,66,52,3
SAI-GEN0812,Sainsbury's Spicy Peas 1kg,Frozen,Sainsbury's,1.39,67,39,4
SAI-GEN0813,Coca-Cola Smoked Mints 4pk,Snacks,Branded,2.89,38,29,2
SAI-GEN0814,Sainsbury's So Good Milk 4 Pints,Dairy & Eggs,So Good,0.99,66,46,1
SAI-GEN0815,Sainsbury's Value Chicken Breast 600g,Meat & Fish,Sainsbury's,6.31,60,46,3
SAI-GEN0816,Sainsbury's Organic Nuts 200g,Snacks,Sainsbury's,3.83,36,22,3
SAI-GEN0817,Sainsbury's Corn Fed Fish Fingers 10pk,Frozen,Sainsbury's,6.41,72,38,2
SAI-GEN0818,Sainsbury's So Good Sponges 4pk,Household,So Good,3.18,65,42,1
SAI-GEN0819,Sainsbury's Handmade Rice 1kg,Ambient Grocery,Sainsbury's,7.37,71,55,2
SAI-GEN0820,Sainsbury's So Good Bleach 750ml,Household,So Good,2.2,60,47,4
SAI-GEN0821,Sainsbury's Free Range Tea Bags 80pk,Drinks,Sainsbury's,5.63,39,25,2
SAI-GEN0822,Taste the Difference Salted Apples 6pk,Fresh Produce,Taste the Difference,8.76,32,19,2
SAI-GEN0823,Sainsbury's Free Range Oats 1kg,Ambient Grocery,Sainsbury's,8.0,63,36,2
SAI-GEN0824,McVitie's Salted Deodorant 150ml,Health & Beauty,Branded,5.5,39,26,1
SAI-GEN0825,Sainsbury's Spicy Peas 1kg,Frozen,Sainsbury's,5.96,40,22,1
SAI-GEN0826,Sainsbury's Organic Soup 400g,Ambient Grocery,Sainsbury's,1.82,38,28,1
SAI-GEN0827,Sainsbury's Scottish Lasagne 400g,Frozen,Sainsbury's,7.26,53,34,4
SAI-GEN0828,Sainsbury's Frozen Oven Chips 1.5kg,Frozen,Sainsbury's,1.37,53,39,2
SAI-GEN0829,Sainsbury's So Good Cream 300ml,Dairy & Eggs,So Good,3.5,71,48,2
SAI-GEN0830,Andrex Stone Baked Plasters 40pk,Health & Beauty,Branded,1.56,50,28,3
SAI-GEN0831,Sainsbury's So Good Plasters 40pk,Health & Beauty,So Good,1.11,61,40,2
SAI-GEN0832,Sainsbury's Handmade Beef Mince 500g,Meat & Fish,Sainsbury's,6.52,49,29,3
SAI-GEN0833,Sainsbury's So Good Yogurt 500g,Dairy & Eggs,So Good,2.04,89,46,1
SAI-GEN0834,Sainsbury's Organic Cheddar 400g,Dairy & Eggs,Sainsbury's,0.64,57,45,2
SAI-GEN0835,Taste the Difference Mixed Coffee 200g,Drinks,Taste the Difference,11.38,15,11,3
SAI-GEN0836,Sainsbury's Fresh Squash 1L,Drinks,Sainsbury's,7.68,42,23,2
SAI-GEN0837,Pringles Free Range Plasters 40pk,Health & Beauty,Branded,8.11,34,26,2
SAI-GEN0838,Taste the Difference Mixed Apple Juice 1L,Drinks,Taste the Difference,8.46,31,16,2
SAI-GEN0839,Sainsbury's Roasted Oranges 5pk,Fresh Produce,Sainsbury's,1.21,37,28,1
SAI-GEN0840,Sainsbury's So Good Cola 2L,Drinks,So Good,1.4,90,69,4
SAI-GEN0841,Taste the Difference Organic Popcorn 100g,Snacks,Taste the Difference,11.23,30,23,3
SAI-GEN0842,Sainsbury's finest Wholemeal Bread 800g,Fresh Bakery,Sainsbury's,0.71,66,35,1
SAI-GEN0843,Sainsbury's So Good Pork Sausages 8pk,Meat & Fish,So Good,2.58,73,58,2
SAI-GEN0844,Sainsbury's So Good Yogurt 500g,Dairy & Eggs,So Good,3.35,73,48,2
SAI-GEN0845,Sainsbury's Unsalted Cream 300ml,Dairy & Eggs,Sainsbury's,1.13,45,35,2
SAI-GEN0846,Sainsbury's Scottish Pizza 400g,Frozen,Sainsbury's,6.7,37,28,4
SAI-GEN0847,Sainsbury's So Good Blueberries 150g,Fresh Produce,So Good,1.68,86,51,2
SAI-GEN0848,Sainsbury's British Carrots 1kg,Fresh Produce,Sainsbury's,4.16,73,50,2
SAI-GEN0849,Sainsbury's Chilled Prawns 200g,Meat & Fish,Sainsbury's,4.41,66,34,4
SAI-GEN0850,Sainsbury's Spicy Lamb Chops 400g,Meat & Fish,Sainsbury's,3.74,69,38,1
SAI-GEN0851,Sainsbury's Chilled Baked Beans 415g,Ambient Grocery,Sainsbury's,1.54,71,35,4
SAI-GEN0852,Sainsbury's Value Energy Drink 500ml,Drinks,Sainsbury's,4.3,56,33,4
SAI-GEN0853,Sainsbury's finest Bleach 750ml,Household,Sainsbury's,6.99,72,44,4
SAI-GEN0854,Taste the Difference Unsalted Paracetamol 16pk,Health & Beauty,Taste the Difference,7.2,29,16,4
SAI-GEN0855,Sainsbury's Frozen Squash 1L,Drinks,Sainsbury's,5.68,52,26,2
SAI-GEN0856,Sainsbury's Roasted Lasagne 400g,Frozen,Sainsbury's,5.44,70,36,1
SAI-GEN0857,Sainsbury's British Olive Oil 500ml,Ambient Grocery,Sainsbury's,1.36,42,31,2
SAI-GEN0858,Heinz British Cotton Pads 100pk,Health & Beauty,Branded,5.82,49,37,2
SAI-GEN0859,Sainsbury's Chilled Salmon Fillets 240g,Meat & Fish,Sainsbury's,1.81,49,32,2
SAI-GEN0860,Taste the Difference Roasted Fish Fingers 10pk,Frozen,Taste the Difference,3.9,31,23,2
SAI-GEN0861,Sainsbury's Stone Baked Prawns 200g,Meat & Fish,Sainsbury's,2.17,74,53,3
SAI-GEN0862,Sainsbury's Fresh Prawns 200g,Meat & Fish,Sainsbury's,2.69,56,42,1
SAI-GEN0863,Sainsbury's Classic Bacon 300g,Meat & Fish,Sainsbury's,5.24,43,32,1
SAI-GEN0864,Sainsbury's Scottish Lasagne 400g,Frozen,Sainsbury's,5.02,47,29,2
SAI-GEN0865,Sainsbury's Salted Milk 4 Pints,Dairy & Eggs,Sainsbury's,4.04,50,28,2
SAI-GEN0866,Sainsbury's Spicy Bananas,Fresh Produce,Sainsbury's,6.58,67,46,2
SAI-GEN0867,Nestle Classic Crackers 150g,Snacks,Branded,1.03,38,22,2
SAI-GEN0868,Sainsbury's Corn Fed Croissants 4pk,Fresh Bakery,Sainsbury's,6.57,60,42,2
SAI-GEN0869,Taste the Difference Classic Oats 1kg,Ambient Grocery,Taste the Difference,0.83,21,15,2
SAI-GEN0870,Sainsbury's Smoked Cream 300ml,Dairy & Eggs,Sainsbury's,7.31,39,28,1
SAI-GEN0871,Sainsbury's Organic Turkey Mince 500g,Meat & Fish,Sainsbury's,3.37,44,23,1
SAI-GEN0872,Sainsbury's Fresh Apples 6pk,Fresh Produce,Sainsbury's,1.22,43,32,1
SAI-GEN0873,Sainsbury's So Good Muffins 4pk,Fresh Bakery,So Good,5.4,52,41,1
SAI-GEN0874,Sainsbury's Unsalted Oranges 5pk,Fresh Produce,Sainsbury's,7.71,46,36,1
SAI-GEN0875,Taste the Difference Sweet Olive Oil 500ml,Ambient Grocery,Taste the Difference,3.85,17,10,2
SAI-GEN0876,Sainsbury's So Good Washing Up Liquid 500ml,Household,So Good,5.51,56,43,2
SAI-GEN0877,Sainsbury's Corn Fed Beef Mince 500g,Meat & Fish,Sainsbury's,5.35,51,30,1
SAI-GEN0878,Sainsbury's So Good Sparkling Water 6x500ml,Drinks,So Good,1.69,83,50,1
SAI-GEN0879,Sainsbury's So Good Paracetamol 16pk,Health & Beauty,So Good,5.29,85,67,4
SAI-GEN0880,Sainsbury's So Good Wraps 8pk,Fresh Bakery,So Good,2.71,85,53,1
SAI-GEN0881,Taste the Difference Roasted Cream 300ml,Dairy & Eggs,Taste the Difference,9.87,35,18,1
SAI-GEN0882,Sainsbury's So Good Crackers 150g,Snacks,So Good,4.36,80,63,1
SAI-GEN0883,Sainsbury's So Good Foil 10m,Household,So Good,4.72,86,51,2
SAI-GEN0884,Sainsbury's Classic Mints 4pk,Snacks,Sainsbury's,3.28,68,53,3
SAI-GEN0885,McVitie's Scottish Tortilla Chips 200g,Snacks,Branded,8.33,44,22,1
SAI-GEN0886,Sainsbury's Fresh Lemons 3pk,Fresh Produce,Sainsbury's,2.68,45,23,2
SAI-GEN0887,Sainsbury's So Good Butter 250g,Dairy & Eggs,So Good,0.7,68,43,2
SAI-GEN0888,Sainsbury's Value Rice Cakes 130g,Snacks,Sainsbury's,5.46,46,34,1
SAI-GEN0889,Taste the Difference British Wraps 8pk,Fresh Bakery,Taste the Difference,11.38,29,20,1
SAI-GEN0890,Sainsbury's So Good Cod Fillets 400g,Meat & Fish,So Good,5.49,89,49,3
SAI-GEN0891,Taste the Difference Chilled Wraps 8pk,Fresh Bakery,Taste the Difference,3.74,17,13,2
SAI-GEN0892,Taste the Difference finest Crackers 150g,Snacks,Taste the Difference,8.93,28,14,3
SAI-GEN0893,Sainsbury's So Good Oats 1kg,Ambient Grocery,So Good,5.57,81,41,3
SAI-GEN0894,Sainsbury's So Good Bacon 300g,Meat & Fish,So Good,2.88,63,33,1
SAI-GEN0895,Sainsbury's Fresh Biscuits 400g,Snacks,Sainsbury's,5.48,40,25,2
SAI-GEN0896,Nivea Free Range Squash 1L,Drinks,Branded,5.6,49,35,1
SAI-GEN0897,Sainsbury's So Good Kitchen Roll 2pk,Household,So Good,5.58,81,53,2
SAI-GEN0898,Sainsbury's Salted Lamb Chops 400g,Meat & Fish,Sainsbury's,2.24,69,35,3
SAI-GEN0899,McVitie's Free Range Cereal 500g,Ambient Grocery,Branded,2.57,40,31,4
SAI-GEN0900,Sainsbury's So Good Chicken Nuggets 500g,Frozen,So Good,2.47,63,37,2
SAI-GEN0901,Colgate Premium Energy Drink 500ml,Drinks,Branded,9.06,30,18,1
SAI-GEN0902,Coca-Cola Handmade Ibuprofen 16pk,Health & Beauty,Branded,9.8,53,27,1
SAI-GEN0903,Taste the Difference Sweet Tea Bags 80pk,Drinks,Taste the Difference,1.74,28,16,4
SAI-GEN0904,Taste the Difference Handmade Milk 2 Pints,Dairy & Eggs,Taste the Difference,2.46,35,26,1
SAI-GEN0905,Sainsbury's So Good Popcorn 100g,Snacks,So Good,2.84,73,44,1
SAI-GEN0906,Sainsbury's So Good Fabric Conditioner 1L,Household,So Good,3.13,83,49,1
SAI-GEN0907,Sainsbury's Handmade Oranges 5pk,Fresh Produce,Sainsbury's,4.29,41,26,1
SAI-GEN0908,L'Oreal Mixed Ketchup 500g,Ambient Grocery,Branded,6.93,46,32,2
SAI-GEN0909,Fairy Spicy Tea Bags 80pk,Drinks,Branded,4.63,47,34,2
SAI-GEN0910,Sainsbury's finest Mozzarella 125g,Dairy & Eggs,Sainsbury's,7.42,73,55,1
SAI-GEN0911,Taste the Difference Mixed Muffins 4pk,Fresh Bakery,Taste the Difference,9.3,18,12,1
SAI-GEN0912,Sainsbury's Salted Ketchup 500g,Ambient Grocery,Sainsbury's,6.09,53,29,4
SAI-GEN0913,Taste the Difference Handmade Toothpaste 75ml,Health & Beauty,Taste the Difference,5.1,26,18,4
SAI-GEN0914,Sainsbury's Premium Hash Browns 700g,Frozen,Sainsbury's,7.98,68,53,2
SAI-GEN0915,Sainsbury's Unsalted Coffee 200g,Drinks,Sainsbury's,2.76,61,34,4
SAI-GEN0916,Sainsbury's Corn Fed Washing Up Liquid 500ml,Household,Sainsbury's,3.29,43,25,2
SAI-GEN0917,Taste the Difference Corn Fed Salmon Fillets 240g,Meat & Fish,Taste the Difference,8.32,24,12,1
SAI-GEN0918,Sainsbury's So Good Popcorn 100g,Snacks,So Good,3.78,68,52,1
SAI-GEN0919,Sainsbury's Mixed Salmon Fillets 240g,Meat & Fish,Sainsbury's,6.61,58,42,2
SAI-GEN0920,Sainsbury's Handmade Chicken Nuggets 500g,Frozen,Sainsbury's,1.53,39,27,1
SAI-GEN0921,Coca-Cola Mixed Hand Wash 250ml,Health & Beauty,Branded,5.81,39,21,4
SAI-GEN0922,Sainsbury's Smoked Turkey Mince 500g,Meat & Fish,Sainsbury's,0.99,47,26,3
SAI-GEN0923,Sainsbury's Value Cheddar 400g,Dairy & Eggs,Sainsbury's,3.26,46,29,2
SAI-GEN0924,Sainsbury's Roasted Wraps 8pk,Fresh Bakery,Sainsbury's,7.59,45,24,2
SAI-GEN0925,Sainsbury's So Good Carrots 1kg,Fresh Produce,So Good,2.79,51,29,1
SAI-GEN0926,Sainsbury's finest Sponges 4pk,Household,Sainsbury's,3.96,57,44,4
SAI-GEN0927,Nestle Organic Crackers 150g,Snacks,Branded,5.41,44,27,1
SAI-GEN0928,Sainsbury's finest Foil 10m,Household,Sainsbury's,2.37,39,28,3
SAI-GEN0929,Sainsbury's Classic Turkey Mince 500g,Meat & Fish,Sainsbury's,3.66,71,54,3
SAI-GEN0930,Persil Unsalted Energy Drink 500ml,Drinks,Branded,2.46,44,31,4
SAI-GEN0931,Sainsbury's Frozen Grapes 500g,Fresh Produce,Sainsbury's,3.61,70,39,1
SAI-GEN0932,Sainsbury's Sweet Toothpaste 75ml,Health & Beauty,Sainsbury's,4.06,40,25,4
SAI-GEN0933,Sainsbury's Premium Tortilla Chips 200g,Snacks,Sainsbury's,4.25,45,28,1
SAI-GEN0934,Walkers Handmade Flour 1.5kg,Ambient Grocery,Branded,7.66,53,29,1
SAI-GEN0935,Sainsbury's Free Range Lamb Chops 400g,Meat & Fish,Sainsbury's,1.87,64,46,3
SAI-GEN0936,Taste the Difference Fresh Kitchen Roll 2pk,Household,Taste the Difference,11.25,32,22,1
SAI-GEN0937,Sainsbury's Fresh Crackers 150g,Snacks,Sainsbury's,5.3,48,28,3
SAI-GEN0938,McVitie's Corn Fed Cotton Pads 100pk,Health & Beauty,Branded,1.79,35,24,2
SAI-GEN0939,Sainsbury's So Good Peanut Butter 280g,Ambient Grocery,So Good,4.75,53,36,1
SAI-GEN0940,Sainsbury's Unsalted Fabric Conditioner 1L,Household,Sainsbury's,5.19,44,31,4
SAI-GEN0941,Andrex Value Sparkling Water 6x500ml,Drinks,Branded,7.9,30,22,4
SAI-GEN0942,Sainsbury's Organic Apples 6pk,Fresh Produce,Sainsbury's,2.63,54,34,2
SAI-GEN0943,Taste the Difference Sweet Carrots 1kg,Fresh Produce,Taste the Difference,6.76,28,14,2
SAI-GEN0944,Sainsbury's Free Range Pork Sausages 8pk,Meat & Fish,Sainsbury's,1.67,56,36,2
SAI-GEN0945,Sainsbury's Classic Eggs 12pk,Dairy & Eggs,Sainsbury's,7.34,42,27,1
SAI-GEN0946,Taste the Difference Chilled Mozzarella 125g,Dairy & Eggs,Taste the Difference,5.54,25,16,2
SAI-GEN0947,Sainsbury's Roasted Bananas,Fresh Produce,Sainsbury's,3.85,63,33,2
SAI-GEN0948,Taste the Difference Value Toothpaste 75ml,Health & Beauty,Taste the Difference,2.56,25,15,4
SAI-GEN0949,Taste the Difference Corn Fed Cream 300ml,Dairy & Eggs,Taste the Difference,7.88,27,21,2
SAI-GEN0950,Persil Frozen Cola 2L,Drinks,Branded,2.86,38,30,1
SAI-GEN0951,Sainsbury's So Good Olive Oil 500ml,Ambient Grocery,So Good,3.68,71,52,3
SAI-GEN0952,Sainsbury's Smoked Mozzarella 125g,Dairy & Eggs,Sainsbury's,2.78,41,31,1
SAI-GEN0953,Sainsbury's Fresh Mixed Veg 1kg,Frozen,Sainsbury's,6.34,72,37,2
SAI-GEN0954,Taste the Difference Unsalted Cod Fillets 400g,Meat & Fish,Taste the Difference,5.43,35,25,3
SAI-GEN0955,Nestle Classic Bin Liners 20pk,Household,Branded,5.6,49,37,3
SAI-GEN0956,Sainsbury's Roasted Milk 2 Pints,Dairy & Eggs,Sainsbury's,2.28,48,26,1
SAI-GEN0957,Sainsbury's So Good Lemons 3pk,Fresh Produce,So Good,3.86,50,28,2
SAI-GEN0958,Sainsbury's So Good Squash 1L,Drinks,So Good,2.0,58,34,3
SAI-GEN0959,Sainsbury's Unsalted Mixed Veg 1kg,Frozen,Sainsbury's,4.25,70,54,2
SAI-GEN0960,Taste the Difference Value Lemons 3pk,Fresh Produce,Taste the Difference,5.42,35,25,2
SAI-GEN0961,Sainsbury's Salted Mixed Veg 1kg,Frozen,Sainsbury's,4.27,60,32,3
SAI-GEN0962,Persil Unsalted Mints 4pk,Snacks,Branded,4.46,30,15,4
SAI-GEN0963,Sainsbury's So Good Chocolate Bar 200g,Snacks,So Good,4.42,80,55,3
SAI-GEN0964,Sainsbury's British Wraps 8pk,Fresh Bakery,Sainsbury's,0.65,60,45,1
SAI-GEN0965,Sainsbury's Handmade Crackers 150g,Snacks,Sainsbury's,1.65,68,39,2
SAI-GEN0966,Sainsbury's Smoked Kitchen Roll 2pk,Household,Sainsbury's,4.17,73,47,2
SAI-GEN0967,Sainsbury's Handmade Baked Beans 415g,Ambient Grocery,Sainsbury's,5.16,40,26,3
SAI-GEN0968,Taste the Difference British Bacon 300g,Meat & Fish,Taste the Difference,10.56,15,8,4
SAI-GEN0969,Taste the Difference Fresh Prawns 200g,Meat & Fish,Taste the Difference,8.38,25,18,3
SAI-GEN0970,Sainsbury's Fresh Cod Fillets 400g,Meat & Fish,Sainsbury's,5.1,38,23,2
SAI-GEN0971,Sainsbury's Unsalted Beef Mince 500g,Meat & Fish,Sainsbury's,1.08,42,32,1
SAI-GEN0972,Sainsbury's Scottish Lasagne 400g,Frozen,Sainsbury's,5.94,44,27,2
SAI-GEN0973,Persil Organic Crackers 150g,Snacks,Branded,6.51,59,45,4
SAI-GEN0974,Sainsbury's Sweet Crackers 150g,Snacks,Sainsbury's,1.46,42,32,2
SAI-GEN0975,Sainsbury's Organic Fabric Conditioner 1L,Household,Sainsbury's,1.31,47,24,4
SAI-GEN0976,Sainsbury's Scottish Baguette,Fresh Bakery,Sainsbury's,3.75,49,35,1
SAI-GEN0977,Sainsbury's Roasted Squash 1L,Drinks,Sainsbury's,1.48,71,50,1
SAI-GEN0978,Sainsbury's Premium Peanut Butter 280g,Ambient Grocery,Sainsbury's,7.01,55,29,4
SAI-GEN0979,Sainsbury's Fresh Sourdough 400g,Fresh Bakery,Sainsbury's,4.34,46,27,2
SAI-GEN0980,Sainsbury's So Good Hand Wash 250ml,Health & Beauty,So Good,4.5,64,38,4
SAI-GEN0981,Taste the Difference Smoked Mozzarella 125g,Dairy & Eggs,Taste the Difference,7.88,16,12,1
SAI-GEN0982,Sainsbury's Value Baguette,Fresh Bakery,Sainsbury's,5.9,48,36,2
SAI-GEN0983,Sainsbury's Corn Fed Baked Beans 415g,Ambient Grocery,Sainsbury's,6.22,45,35,2
SAI-GEN0984,Sainsbury's Value Cotton Pads 100pk,Health & Beauty,Sainsbury's,7.62,70,41,2
SAI-GEN0985,Sainsbury's Smoked Biscuits 400g,Snacks,Sainsbury's,0.62,41,23,3
SAI-GEN0986,Sainsbury's Value Cereal 500g,Ambient Grocery,Sainsbury's,2.73,46,23,3
SAI-GEN0987,Sainsbury's So Good Oven Chips 1.5kg,Frozen,So Good,0.92,60,39,3
SAI-GEN0988,Sainsbury's Unsalted Coffee 200g,Drinks,Sainsbury's,6.41,59,34,1
SAI-GEN0989,Taste the Difference Sweet Bleach 750ml,Household,Taste the Difference,10.08,33,20,1
SAI-GEN0990,L'Oreal Premium Chopped Tomatoes 400g,Ambient Grocery,Branded,7.85,40,25,3
SAI-GEN0991,Nestle Premium Still Water 6x500ml,Drinks,Branded,9.19,37,23,4
SAI-GEN0992,Sainsbury's finest Deodorant 150ml,Health & Beauty,Sainsbury's,5.9,73,37,1
SAI-GEN0993,Taste the Difference Stone Baked Cheddar 400g,Dairy & Eggs,Taste the Difference,5.15,30,18,2
SAI-GEN0994,Sainsbury's Stone Baked Bleach 750ml,Household,Sainsbury's,4.92,47,29,1
SAI-GEN0995,McVitie's Value Shampoo 250ml,Health & Beauty,Branded,5.85,37,21,2
SAI-GEN0996,Sainsbury's So Good Ketchup 500g,Ambient Grocery,So Good,5.12,56,37,4
SAI-GEN0997,Sainsbury's Smoked Milk 2 Pints,Dairy & Eggs,Sainsbury's,7.16,64,41,1
SAI-GEN0998,Taste the Difference Mixed Wholemeal Bread 800g,Fresh Bakery,Taste the Difference,2.13,27,21,1
SAI-GEN0999,Andrex Salted Hand Wash 250ml,Health & Beauty,Branded,6.02,37,28,3
SAI-GEN1000,McVitie's Scottish Toilet Roll 9pk,Household,Branded,4.46,34,20,3
